id,player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5,framing,arm,zr
199807,26773,2044,34,100,1,0,1,1,0,0,0,15,10,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0.0,-0.4129
202654,26810,2044,35,100,1,0,1,15,5,9,0,112,17,17,1,1,0,0,14,4,0,8,7,0,8,6,0,0,2,2,0,0,0,0,0,0,0.135,0.0,0.5993
206250,26864,2044,28,100,1,0,1,5,4,1,0,65,13,13,0,0,0,0,8,2,0,4,4,0,2,2,2,2,0,0,0,0,0,0,0,0,-1.35,0.0,0.3627
206251,26864,2044,20,100,1,0,1,12,8,4,0,92,16,16,0,0,0,0,7,1,1,9,8,0,6,6,0,0,3,3,0,0,0,0,0,0,0.405,0.0,0.6143
207886,26889,2044,20,100,1,0,7,2,0,2,0,20,2,2,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0.0,-0.1722,-0.2866
207891,26889,2044,23,100,1,0,7,13,0,12,0,69,8,7,1,0,0,0,0,0,2,13,13,1,8,7,4,4,1,1,1,0,1,0,7,0,0.0,-0.9084,-0.0386
207900,26889,2044,23,100,1,0,8,4,0,4,0,10,1,1,0,0,0,0,0,0,2,4,4,0,4,4,0,0,0,0,0,0,1,0,0,0,0.0,-0.0934,-0.0692
207912,26889,2044,20,100,1,0,9,11,1,10,0,55,8,6,0,0,0,0,0,0,1,9,9,0,8,8,1,1,0,0,1,0,4,1,7,0,0.0,0.5014,0.2317
207917,26889,2044,23,100,1,0,9,12,1,10,0,63,8,7,1,0,0,0,0,0,0,10,10,0,9,9,0,0,1,0,2,0,3,1,2,0,0.0,0.1414,-0.0431
208031,26894,2044,25,100,1,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
209324,26919,2044,13,100,1,0,1,11,4,6,0,185,33,33,1,0,0,0,16,4,1,5,5,1,4,3,1,1,1,1,0,0,0,0,0,0,-1.62,0.0,0.3388
221724,27142,2044,19,100,1,0,1,0,0,0,0,6,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.0,0.0
224466,27196,2044,34,100,1,0,3,340,19,319,0,389,53,37,2,36,0,0,0,0,0,63,61,2,61,61,16,13,5,4,4,1,0,0,0,0,0.0,0.0,1.4493
224470,27196,2044,34,100,1,0,4,78,40,38,0,184,22,20,0,9,0,0,0,0,1,45,46,0,50,45,11,6,0,0,6,1,8,0,2,0,0.0,0.0,-1.6162
224474,27196,2044,34,100,1,0,5,5,3,1,0,9,1,1,1,1,0,0,0,0,0,4,4,1,2,2,3,1,0,0,0,0,1,1,0,0,0.0,0.0,-0.4813
227575,27233,2044,33,100,1,0,1,18,13,5,0,177,31,31,0,1,0,0,29,6,2,10,10,0,10,9,0,0,1,1,0,0,0,0,0,0,-0.27,0.0,-0.0021
228526,27253,2044,31,100,1,0,3,658,50,605,0,722,83,82,3,40,0,0,0,0,1,123,117,3,124,121,13,11,16,11,10,7,7,0,3,0,0.0,0.0,4.1143
228529,27253,2044,31,100,1,0,7,16,0,16,0,70,8,8,0,0,0,0,0,0,0,16,18,0,15,14,2,0,1,1,3,0,4,1,4,0,0.0,-0.3029,-0.61
228535,27253,2044,31,100,1,0,9,42,2,40,0,188,25,20,0,0,0,0,0,0,1,40,40,0,28,28,5,5,8,7,4,0,7,0,11,0,0.0,-0.3035,0.6317
230447,27275,2044,25,100,1,0,1,20,16,4,0,186,33,33,0,2,0,0,30,7,1,14,12,0,15,14,2,0,1,0,0,0,0,0,0,0,0.135,0.0,0.4323
232910,27299,2044,31,100,1,0,1,0,0,0,0,8,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,-0.4129
232984,27301,2044,25,100,1,0,1,9,8,1,0,64,78,0,0,2,0,0,5,2,0,8,7,0,8,7,1,1,0,0,0,0,0,0,0,0,-0.135,0.0,0.8975
233765,27314,2044,13,100,1,0,7,130,2,125,0,533,58,58,3,0,0,0,0,0,0,124,117,1,83,82,28,27,16,9,20,4,35,3,27,0,0.0,-1.3313,1.6453
233767,27314,2044,13,100,1,0,8,34,1,33,0,115,13,12,0,0,0,0,0,0,0,33,33,0,21,21,5,4,6,4,2,1,6,3,7,0,0.0,0.192,0.2415
233768,27314,2044,13,100,1,0,9,55,2,52,0,195,21,21,1,0,0,0,0,0,2,49,48,0,36,36,11,11,4,3,9,2,10,0,14,0,0.0,2.0017,0.8787
236680,27366,2044,9,100,1,0,1,6,3,2,0,51,55,0,1,0,0,0,9,0,1,4,4,1,4,3,1,1,0,0,0,0,0,0,0,0,-0.135,0.0,-1.247
237425,27391,2044,24,100,1,0,1,9,8,1,0,89,64,0,0,0,0,0,10,5,0,6,6,0,7,5,0,0,1,1,0,0,0,0,0,0,0.27,0.0,1.1627
242222,27479,2044,31,100,1,0,1,7,4,3,0,31,7,7,0,0,0,0,12,0,1,4,4,0,3,3,1,1,1,0,0,0,0,0,0,0,0.405,0.0,-1.2537
242341,27482,2044,5,100,1,0,1,6,4,2,0,82,47,0,0,0,0,0,12,2,2,5,5,0,6,5,0,0,0,0,0,0,0,0,0,0,-0.945,0.0,-0.3608
244326,27505,2044,9,100,1,0,1,1,1,0,0,14,12,0,0,0,0,0,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.135,0.0,0.4453
245914,27535,2044,25,100,1,0,4,35,21,13,0,53,14,3,1,6,0,0,0,0,1,21,19,1,22,19,1,0,1,1,6,1,2,0,2,0,0.0,0.0,-0.4111
245916,27535,2044,25,100,1,0,5,308,206,88,0,1160,135,135,14,17,0,0,0,0,0,243,232,14,215,200,43,40,24,19,22,10,26,6,4,0,0.0,0.0,0.9924
245918,27535,2044,25,100,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
249016,27572,2044,29,100,1,0,1,2,1,1,0,18,3,3,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.27,0.0,-0.1569
264938,27849,2044,34,100,1,0,3,16,0,15,0,17,4,0,1,1,0,0,0,0,1,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.5171
264944,27849,2044,34,100,1,0,5,2,1,0,0,10,4,0,1,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,1,1,0,1,0,0.0,0.0,-0.7159
