id,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs,sd,md,war,ra9war
345302,40649,2044,32,0,100,1,1,41,171,0,56,40,193,0,19,36,31,34,38,700,1,35,0,3,3,3,34,12,0,0,0,10,0,0,3,0,3,14,6,0,4,0,35,0,0,2,1,2,14.0,5.0,-1.4001,177.1,0,124,5,8,-0.5903,-1.2375
345304,40649,2044,32,0,100,1,2,7,28,0,9,9,35,0,5,5,5,6,4,0,1,27,0,0,0,0,6,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,27,0,0,0,0,0,5.0,2.0,0.0,25.4,0,22,0,0,0.0,0.0
345303,40649,2044,32,0,100,1,3,34,143,0,47,31,158,0,14,31,26,28,34,0,0,35,0,0,0,0,28,11,0,0,0,8,0,0,3,0,1,0,5,0,0,0,35,0,0,0,0,0,9.0,3.0,0.0,151.7,0,102,0,0,0.0,0.0
345384,40660,2044,32,0,100,1,1,2,9,0,2,1,9,0,0,0,0,2,4,27,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0368,6.8,0,7,0,0,0.0631,0.141
345386,40660,2044,32,0,100,1,2,0,3,0,1,1,3,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,2.2,0,2,0,0,0.0,0.0
345385,40660,2044,32,0,100,1,3,1,6,0,1,0,6,0,0,0,0,1,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,4.6,0,5,0,0,0.0,0.0
345502,40671,2044,2,0,100,1,1,62,252,0,72,42,280,37,26,39,35,51,82,1016,1,12,12,4,3,0,46,12,0,1,1,13,0,0,0,1,1,0,6,7,0,0,0,0,0,8,3,0,0.0,0.0,-0.1571,273.8999,0,187,0,0,-0.1332,0.3415
345505,40671,2044,30,0,100,1,1,109,425,0,107,85,459,82,28,53,49,100,130,1620,0,18,18,10,3,0,65,19,0,2,4,19,0,0,0,2,4,0,8,11,0,0,0,0,0,7,2,0,0.0,0.0,0.2941,458.5997,0,327,0,0,1.3961,2.7386
345504,40671,2044,2,0,100,1,2,6,22,0,5,4,26,24,4,6,6,5,7,0,0,10,10,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,24.3,0,18,0,0,0.0,0.0
345507,40671,2044,30,0,100,1,2,19,72,0,16,23,78,42,5,10,9,12,21,0,0,18,18,0,0,0,9,2,0,1,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.9,0,57,0,0,0.0,0.0
345503,40671,2044,2,0,100,1,3,56,230,0,67,38,254,13,22,33,29,46,75,0,1,12,12,0,0,0,43,12,0,1,1,11,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,249.6,0,169,0,0,0.0,0.0
345506,40671,2044,30,0,100,1,3,90,353,0,91,62,381,40,23,43,40,88,109,0,0,18,18,0,0,0,56,17,0,1,2,16,0,0,0,1,4,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,378.6999,0,270,0,0,0.0,0.0
345644,40698,2044,32,0,100,1,1,54,218,0,60,51,239,0,17,39,33,49,56,891,2,42,0,2,2,1,32,11,0,3,2,15,0,0,2,2,1,8,4,0,1,0,42,0,0,5,2,3,30.0,7.0,-0.0486,214.3999,0,164,5,6,-0.7733,-0.8211
345647,40698,2044,11,0,100,1,1,32,119,0,23,36,129,6,9,12,10,26,32,516,1,6,4,2,1,0,15,5,0,0,0,3,0,0,0,1,1,0,1,1,0,0,2,0,0,4,2,0,1.0,0.0,0.2133,120.7,0,97,0,0,0.9408,1.0101
345643,40698,2044,11,0,100,1,2,11,42,0,8,10,45,2,3,4,3,14,10,0,2,6,4,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,0.0,0.0,47.9,0,35,0,0,0.0,0.0
