id,player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5,framing,arm,zr
26730,14794,2057,51,144,1,0,1,28,16,12,0,167,31,31,0,1,0,0,15,2,1,18,18,0,12,11,4,4,4,4,0,0,2,0,0,0,1.755,0.0,0.1508
27231,14814,2057,60,144,1,0,1,5,3,2,0,41,19,0,0,0,0,0,3,0,1,3,3,0,3,2,1,1,0,0,0,0,0,0,0,0,0.945,0.0,-0.3342
27799,14870,2057,46,144,1,0,1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.0,0.0
31383,14983,2057,60,144,1,0,1,4,2,2,0,60,39,0,0,0,0,0,5,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.135,0.0,0.0415
32934,15020,2057,47,144,1,0,1,3,1,2,0,25,18,0,0,1,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0.135,0.0,-0.2483
39401,15275,2057,35,144,1,0,1,13,6,7,0,158,29,27,0,0,0,0,22,7,1,8,7,0,9,6,2,2,2,1,0,0,0,0,0,0,-0.405,0.0,0.7963
66489,16559,2057,52,144,1,0,1,9,7,0,0,100,63,0,2,0,0,0,9,2,2,9,9,2,6,4,2,1,2,2,0,0,0,0,0,0,-0.0,0.0,-0.746
69819,16699,2057,33,144,1,0,1,7,5,2,0,72,50,0,0,2,0,0,14,1,0,4,4,0,2,2,1,1,1,1,0,0,0,0,0,0,0.54,0.0,-0.8011
104866,18466,2057,57,144,1,0,1,17,9,7,0,94,20,14,1,1,0,0,12,1,1,11,11,1,9,9,2,1,0,0,0,0,0,0,0,0,0.81,0.0,-0.8373
118879,18850,2057,54,144,1,0,1,22,8,12,0,174,31,31,2,0,0,0,13,3,0,10,10,2,9,8,3,1,1,0,0,0,0,0,0,0,0.0,0.0,-0.6552
131930,19289,2057,55,144,1,0,1,6,2,3,0,72,55,0,1,0,0,0,14,2,2,4,4,1,4,3,1,0,0,0,0,0,0,0,0,0,1.08,0.0,-1.1034
152526,20401,2057,46,144,1,0,1,5,2,3,0,33,22,0,0,0,0,0,2,0,1,2,3,0,4,3,0,0,0,0,0,0,0,0,0,0,-0.135,0.0,-0.534
153881,20429,2057,46,144,1,0,7,21,0,20,0,110,17,9,1,0,0,0,0,0,1,19,19,1,13,12,4,4,1,1,5,2,2,1,7,0,0.0,-0.1148,0.5764
153888,20429,2057,46,144,1,0,8,10,0,10,0,28,5,3,0,0,0,0,0,0,0,10,10,0,4,4,4,4,1,1,2,1,0,0,4,0,0.0,-0.0206,0.2333
153896,20429,2057,46,144,1,0,9,5,0,5,0,17,2,2,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,2,0,1,0,0.0,0.0008,-0.0081
155002,20451,2057,33,144,1,0,1,22,12,9,0,144,32,27,1,1,0,0,16,6,2,12,10,1,9,9,4,2,1,0,1,1,0,0,0,0,0.54,0.0,1.527
160801,20678,2057,53,144,1,0,4,28,12,16,0,43,5,4,0,4,0,0,0,0,0,13,13,0,17,17,3,2,0,0,4,0,2,0,0,0,0.0,0.0,0.037
160803,20678,2057,53,144,1,0,5,5,4,1,0,15,2,2,0,1,0,0,0,0,0,4,4,0,4,4,1,1,1,0,0,0,0,0,0,0,0.0,0.0,-0.0508
160806,20678,2057,53,144,1,0,6,54,34,19,0,103,15,11,1,8,0,0,0,0,1,38,39,1,36,35,5,2,4,3,5,0,6,1,1,0,0.0,0.0,-0.375
640,21200,2057,42,144,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
641,21200,2057,42,144,1,0,7,3,0,3,0,27,6,3,0,0,0,0,0,0,0,3,3,0,2,2,0,0,1,1,1,0,1,0,2,0,0.0,0.0754,0.1118
642,21200,2057,42,144,1,0,8,352,17,333,0,1169,136,134,2,0,0,0,0,0,0,333,354,0,201,197,85,76,57,35,60,22,25,3,99,0,0.0,1.8504,-14.2157
4929,21295,2057,60,144,1,0,4,218,124,90,0,421,50,50,4,21,0,0,0,0,0,121,112,4,111,102,28,24,17,10,23,5,32,7,13,0,0.0,0.0,3.5049
4932,21295,2057,60,144,1,0,5,16,7,9,0,52,6,6,0,0,0,0,0,0,1,8,8,0,11,11,1,1,2,2,2,1,0,0,0,0,0.0,0.0,0.5283
4935,21295,2057,60,144,1,0,6,33,17,15,0,72,14,8,1,3,0,0,0,0,2,21,21,1,21,21,0,0,3,0,6,2,6,1,2,0,0.0,0.0,-0.2119
6309,21327,2057,43,144,1,0,3,31,1,30,0,26,4,2,0,4,0,0,0,0,0,3,3,0,1,1,3,3,0,0,0,0,0,0,0,0,0.0,0.0,0.1605
6311,21327,2057,43,144,1,0,4,210,107,102,0,460,54,53,1,40,0,0,0,0,1,90,104,1,110,93,16,8,15,6,18,4,25,0,15,0,0.0,0.0,-8.1913
6313,21327,2057,43,144,1,0,7,5,0,5,0,18,10,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,1,0,0,0,1,0,0.0,0.1212,-0.0017
12620,21548,2057,46,144,1,0,7,127,1,124,0,668,78,77,2,0,0,0,0,0,2,122,120,0,96,92,24,22,9,5,17,5,30,0,30,0,0.0,-1.3793,1.4408
12624,21548,2057,46,144,1,0,9,87,2,85,0,438,54,48,0,0,0,0,0,0,1,83,87,0,69,64,20,16,10,2,14,3,22,0,18,0,0.0,-0.2124,-4.8249
17748,21697,2057,53,144,1,0,3,734,40,692,0,806,95,92,2,64,0,0,0,0,1,117,118,2,139,133,16,14,13,8,8,1,4,0,0,0,0.0,0.5634,-0.4937
21201,21799,2057,37,144,1,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02
21204,21799,2057,37,144,1,0,4,224,121,101,0,468,57,52,2,34,0,0,0,0,1,110,115,2,120,111,18,12,23,8,20,4,25,1,11,0,0.0,0.0,-3.5361
21207,21799,2057,37,144,1,0,5,26,16,7,0,107,12,12,3,1,0,0,0,0,0,22,22,3,23,19,2,1,2,1,4,1,0,0,0,0,0.0,0.0,-1.9482
21210,21799,2057,37,144,1,0,7,4,0,4,0,38,6,2,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,4,0,3,0,0.0,-0.2692,-0.0347
21213,21799,2057,37,144,1,0,9,1,0,1,0,10,7,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0087
24945,21898,2057,32,144,1,0,1,17,10,6,0,102,20,20,1,1,0,0,4,0,1,12,11,1,12,10,1,0,1,1,0,0,0,0,0,0,0.81,0.0,-0.3044
26897,21967,2057,53,144,1,0,1,6,4,1,0,62,59,0,1,0,0,0,2,1,0,4,4,0,5,4,0,0,0,0,0,0,0,0,0,0,-0.405,0.0,0.4089
31283,22109,2057,40,144,1,0,1,6,3,3,0,111,58,3,0,0,0,0,19,3,0,2,4,0,1,1,1,1,2,1,0,0,2,0,0,0,0.54,0.0,-1.1944
32798,22165,2057,44,144,1,0,1,4,2,1,0,62,44,0,1,0,0,0,3,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,-1.08,0.0,-0.035
39194,22338,2057,43,144,1,0,3,38,2,35,0,59,15,5,1,4,0,0,0,0,0,7,7,1,7,6,1,1,0,0,0,0,0,0,0,0,0.0,0.0,-0.4065
39197,22338,2057,43,144,1,0,4,44,23,21,0,102,16,12,0,6,0,0,0,0,2,20,23,0,23,21,4,3,3,0,8,1,4,0,2,0,0.0,0.0,-1.5134
39206,22338,2057,43,144,1,0,6,1,1,0,0,7,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.1266
40285,22363,2057,39,144,1,0,1,4,2,2,0,59,27,1,0,1,0,0,8,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.135,0.0,0.1742
42894,22427,2057,55,144,1,0,4,125,69,55,0,303,39,38,1,14,0,0,0,0,2,67,71,1,70,67,12,11,8,3,18,3,17,1,8,0,0.0,0.0,-0.8033
45025,22483,2057,32,144,1,0,1,15,8,7,0,146,30,16,0,1,0,0,23,5,0,7,7,0,7,7,3,3,0,0,0,0,0,0,0,0,-0.27,0.0,0.4163
46147,22514,2057,35,144,1,0,8,369,10,355,0,1252,144,141,4,0,0,0,0,0,0,356,351,1,224,222,60,59,52,36,46,26,47,12,90,0,0.0,-1.637,5.2184
46414,22527,2057,45,144,1,0,1,14,5,7,0,189,33,33,2,1,0,0,13,6,0,5,6,2,6,4,1,1,1,1,0,0,1,0,0,0,-0.27,0.0,0.8292
46857,22539,2057,37,144,1,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
46864,22539,2057,37,144,1,0,7,16,1,15,0,87,11,10,0,0,0,0,0,0,1,15,15,0,13,12,2,2,2,1,1,0,3,0,2,0,0.0,0.572,-0.2097
46877,22539,2057,37,144,1,0,8,3,0,3,0,9,1,1,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,1,0,1,0,0.0,-0.1007,-0.0537
47130,22546,2057,37,144,1,0,1,26,14,10,0,205,33,33,2,0,0,0,24,4,0,17,16,2,12,10,5,4,3,2,0,0,1,0,0,0,0.945,0.0,-0.964
59237,22844,2057,49,144,1,0,2,1131,60,1066,434,1108,124,123,5,4,0,2,97,19,0,18,13,0,29,29,9,8,5,5,0,0,0,0,0,0,1.755,0.0,3.0155
59835,22870,2057,32,144,1,0,1,6,3,2,0,81,69,15,1,0,0,0,15,3,2,3,3,1,2,2,2,1,0,0,1,0,0,0,0,0,-0.675,0.0,-0.54
60494,22879,2057,57,144,1,0,5,193,142,38,0,660,74,74,13,14,0,0,0,0,2,167,167,12,130,114,30,25,23,20,14,9,15,7,2,0,0.0,0.0,-1.465
65671,23002,2057,39,144,1,0,1,8,2,6,0,47,60,0,0,0,0,0,3,1,0,3,3,0,3,3,2,2,0,0,0,0,0,0,0,0,-0.405,0.0,0.515
66988,23034,2057,60,144,1,0,2,407,21,385,137,407,50,44,1,0,0,6,18,4,1,13,14,1,16,16,3,3,3,2,0,0,0,0,0,0,2.97,0.0,-0.3713
76040,23279,2057,37,144,1,0,1,7,3,4,0,83,39,2,0,1,0,0,5,4,2,5,4,0,6,5,0,0,0,0,0,0,0,0,0,0,-0.405,0.0,1.7789
76977,23303,2057,53,144,1,0,1,23,16,6,0,230,34,33,1,0,0,0,31,6,0,15,12,1,11,9,6,4,2,1,0,0,0,0,0,0,1.215,0.0,-0.2303
82420,23462,2057,36,144,1,0,1,23,10,13,0,195,33,30,0,1,0,0,10,3,2,12,11,0,13,10,3,0,2,2,0,0,0,0,0,0,0.54,0.0,0.3943
84513,23522,2057,37,144,1,0,1,2,1,1,0,34,17,0,0,0,0,0,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.27,0.0,-0.2842
87684,23614,2057,41,144,1,0,1,15,10,5,0,108,24,9,0,1,0,0,10,2,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2947
103366,24025,2057,60,144,1,0,1,14,6,7,0,222,33,33,1,0,0,0,15,5,2,6,5,1,5,5,2,1,0,0,0,0,0,0,0,0,-0.0,0.0,1.2807
110945,24203,2057,58,144,1,0,3,16,3,13,0,19,3,2,0,0,0,0,0,0,0,4,4,0,2,2,2,1,1,1,0,0,0,0,0,0,0.0,0.0,-0.0426
111399,24208,2057,45,144,1,0,4,528,285,239,0,1038,122,121,4,80,0,0,0,0,1,287,271,4,285,264,54,39,37,19,46,9,66,6,20,0,0.0,0.0,3.0029
111408,24208,2057,45,144,1,0,5,4,2,2,0,26,7,2,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1139
111411,24208,2057,45,144,1,0,6,10,4,6,0,24,6,1,0,1,0,0,0,0,0,5,5,0,9,8,2,1,0,0,1,0,2,0,0,0,0.0,0.0,-0.2989
111417,24208,2057,45,144,1,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
116449,24300,2057,35,144,1,0,3,679,32,644,0,728,83,82,3,53,0,0,0,0,2,108,105,3,133,127,16,14,5,3,4,0,8,1,1,0,0.0,0.0,0.5262
116452,24300,2057,35,144,1,0,4,68,40,27,0,168,21,18,1,7,0,0,0,0,1,39,40,1,47,42,7,2,3,2,8,2,8,1,4,0,0.0,0.0,-1.4233
118830,24334,2057,36,144,1,0,3,896,59,832,0,900,104,103,5,75,0,0,0,0,1,181,175,5,172,169,34,31,18,11,8,5,9,1,2,0,0.0,0.0,4.2506
118833,24334,2057,35,144,1,0,3,246,14,228,0,286,32,32,4,17,0,0,0,0,2,41,39,4,43,38,8,6,1,1,2,0,6,1,1,0,0.0,0.0,-1.3807
118836,24334,2057,35,144,1,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
119898,24353,2057,59,144,1,0,3,318,18,295,0,386,46,44,5,29,0,0,0,0,0,43,44,3,53,50,5,4,2,2,4,1,1,0,0,0,0.0,0.0,-1.0402
119899,24353,2057,59,144,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
119967,24354,2057,32,144,1,0,3,3,1,2,0,5,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0982
119971,24354,2057,32,144,1,0,7,1,0,1,0,6,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0.0,0.0,-0.0087
119975,24354,2057,32,144,1,0,8,7,0,7,0,28,4,3,0,0,0,0,0,0,0,7,8,0,4,4,3,2,1,0,2,1,0,0,2,0,0.0,-0.4118,-0.8715
120281,24357,2057,39,144,1,0,7,19,0,19,0,66,8,8,0,0,0,0,0,0,0,19,18,0,14,14,4,4,2,1,2,0,3,0,4,0,0.0,-0.2943,0.5868
120284,24357,2057,39,144,1,0,8,2,0,2,0,10,6,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,2,0,0.0,0.0868,0.0254
120288,24357,2057,39,144,1,0,9,337,18,318,0,1226,141,140,1,0,0,0,0,0,1,313,303,0,246,243,46,42,26,18,49,12,74,3,90,0,0.0,2.0297,6.8904
125825,24515,2057,39,144,1,0,1,6,3,2,0,65,56,0,1,1,0,0,7,3,0,4,4,1,2,2,1,0,1,1,0,0,0,0,0,0,0.27,0.0,0.3857
126822,24546,2057,50,144,1,0,2,467,31,434,128,437,55,48,2,1,0,2,29,10,2,8,8,0,16,16,2,2,2,2,0,0,0,0,0,0,1.755,0.0,1.9764
128454,24597,2057,51,144,1,0,2,102,5,97,40,90,10,10,0,0,0,1,13,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.27,0.0,-0.0024
129095,24610,2057,32,144,1,0,2,20,4,16,4,27,3,3,0,0,0,0,5,2,0,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,-0.135,0.0,0.3783
129101,24610,2057,34,144,1,0,2,298,12,286,130,310,39,34,0,0,0,2,23,4,2,0,1,0,5,5,1,1,1,0,0,0,0,0,0,0,-3.51,0.0,-0.466
129104,24610,2057,32,144,1,0,3,32,2,30,0,26,3,3,0,1,0,0,0,0,0,7,7,0,8,8,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.1319
129107,24610,2057,34,144,1,0,3,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
129110,24610,2057,34,144,1,0,5,2,2,0,0,9,1,1,0,0,0,0,0,0,0,2,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0.0,0.0,-0.1511
132410,24715,2057,58,144,1,0,1,16,10,6,0,83,47,0,0,2,0,0,11,1,2,13,11,0,10,10,2,2,2,1,0,0,0,0,0,0,-1.755,0.0,0.2063
134407,24759,2057,34,144,1,0,1,6,3,3,0,49,37,0,0,1,0,0,3,0,1,4,3,0,2,2,1,1,0,0,1,1,0,0,0,0,0.675,0.0,0.3895
134499,24760,2057,36,144,1,0,4,60,37,21,0,117,17,13,2,7,0,0,0,0,0,41,38,2,33,32,5,3,6,4,4,2,4,2,1,0,0.0,0.0,1.4896
134503,24760,2057,36,144,1,0,5,7,4,2,0,29,4,4,1,1,0,0,0,0,1,5,5,1,7,5,0,0,0,0,2,0,0,0,0,0,0.0,0.0,-0.9596
134507,24760,2057,36,144,1,0,6,22,17,4,0,38,11,2,1,1,0,0,0,0,0,20,21,1,18,15,3,2,4,1,2,1,2,1,1,0,0.0,0.0,-0.8318
135719,24790,2057,48,144,1,0,3,959,60,891,0,1099,126,126,8,87,0,0,0,0,0,171,173,7,193,182,29,25,5,5,9,2,9,1,2,0,0.0,0.0,-1.7443
135721,24790,2057,48,144,1,0,7,43,0,42,0,248,30,28,1,0,0,0,0,0,0,41,43,0,38,37,4,2,2,2,6,1,14,0,12,0,0.0,2.1048,-1.0672
135723,24790,2057,48,144,1,0,9,2,0,2,0,10,2,1,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0.0,0.2727,-0.0415
139447,24865,2057,60,144,1,0,1,16,11,3,0,204,31,31,2,0,0,0,17,5,1,11,11,2,12,11,0,0,0,0,0,0,0,0,0,0,0.135,0.0,0.4139
139780,24870,2057,60,144,1,0,7,21,0,21,0,117,16,13,0,0,0,0,0,0,1,20,20,0,13,13,5,4,3,2,4,2,6,0,9,0,0.0,-0.5077,0.6043
139783,24870,2057,60,144,1,0,9,66,2,63,0,326,38,38,1,0,0,0,0,0,0,63,63,1,48,47,14,13,6,2,4,1,14,0,17,0,0.0,-0.2941,-0.6762
140026,24880,2057,57,144,1,0,1,3,2,1,0,62,44,0,0,0,0,0,3,2,0,2,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0.27,0.0,0.7528
146784,25037,2057,37,144,1,0,9,136,7,127,0,682,79,78,2,0,0,0,0,0,0,125,141,1,101,95,26,19,18,11,13,1,27,1,44,0,0.0,1.239,-9.0756
150096,25115,2057,45,144,1,0,1,22,10,11,0,161,30,30,1,2,0,0,26,6,2,11,10,1,10,9,2,2,0,0,0,0,0,0,0,0,-0.81,0.0,0.3514
154576,25213,2057,58,144,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3726
157821,25277,2057,55,144,1,0,3,43,4,38,0,35,4,4,1,5,0,0,0,0,0,13,13,1,11,10,4,3,0,0,1,0,0,0,0,0,0.0,0.0,-0.5778
157825,25277,2057,55,144,1,0,5,2,2,0,0,20,3,2,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0637
157829,25277,2057,55,144,1,0,7,157,1,153,0,811,95,95,3,0,0,0,0,0,1,150,172,0,144,131,23,12,19,7,21,3,33,0,50,0,0.0,6.9865,-15.461
170403,25521,2057,52,144,1,0,1,4,1,3,0,73,34,0,0,0,0,0,8,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.675,0.0,-0.3412
184990,25940,2057,34,144,1,0,1,9,6,3,0,82,65,0,0,1,0,0,5,1,1,6,7,0,6,6,1,1,1,1,0,0,0,0,0,0,-0.81,0.0,0.2106
185112,25943,2057,57,144,1,0,1,1,1,0,0,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2656
187225,26009,2057,42,144,1,0,1,15,6,8,0,138,26,26,1,0,0,0,12,5,1,10,8,1,9,9,1,1,0,0,0,0,1,0,0,0,-0.405,0.0,1.8649
187465,26013,2057,59,144,1,0,1,14,11,2,0,178,32,32,1,1,0,0,33,8,0,12,13,1,10,10,0,0,2,1,0,0,1,0,0,0,1.62,0.0,-0.0202
187596,26022,2057,37,144,1,0,3,69,3,66,0,79,10,9,0,10,0,0,0,0,0,11,11,0,12,12,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0528
188599,26047,2057,58,144,1,0,2,357,15,341,155,366,42,41,1,1,0,1,35,6,0,4,4,1,5,5,5,5,4,2,0,0,0,0,0,0,-1.89,0.0,-0.4623
192441,26146,2057,35,144,1,0,1,1,1,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3726
196972,26251,2057,40,144,1,0,1,18,6,10,0,140,47,20,2,1,0,0,6,2,0,6,6,0,6,5,1,1,1,1,0,0,0,0,0,0,-0.945,0.0,0.8477
197785,26263,2057,32,144,1,0,3,24,2,22,0,27,4,3,0,4,0,0,0,0,2,5,5,0,7,6,0,0,1,0,0,0,0,0,0,0,0.0,0.0,-0.3487
197787,26263,2057,32,144,1,0,4,27,14,13,0,63,16,6,0,4,0,0,0,0,1,12,13,0,13,11,3,0,2,0,5,1,6,0,0,0,0.0,0.0,-1.5636
197789,26263,2057,32,144,1,0,5,42,30,10,0,148,20,16,2,6,0,0,0,0,0,38,37,2,28,26,7,6,4,4,2,2,4,1,0,0,0.0,0.0,0.7041
198488,26276,2057,34,144,1,0,1,5,4,1,0,42,35,0,0,0,0,0,1,0,0,4,5,0,3,3,0,0,1,1,0,0,1,0,0,0,-0.405,0.0,-0.0438
199281,26297,2057,43,144,1,0,1,9,6,3,0,89,67,0,0,0,0,0,6,1,2,8,7,0,6,6,3,1,1,1,0,0,0,0,0,0,-0.135,0.0,0.2583
202406,26374,2057,56,144,1,0,3,1083,56,1021,0,1204,137,136,6,105,0,0,0,0,1,170,173,6,200,184,22,18,13,4,16,5,16,0,3,0,0.0,0.0,-5.4119
205456,26456,2057,60,144,1,0,1,5,2,2,0,91,75,0,1,0,0,0,10,2,0,2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0.54,0.0,-0.7952
205653,26457,2057,53,144,1,0,4,15,8,6,0,32,6,4,1,0,0,0,0,0,0,11,11,1,8,7,5,4,0,0,3,0,5,1,1,0,0.0,0.0,-0.2956
205659,26457,2057,53,144,1,0,6,3,3,0,0,11,3,0,0,0,0,0,0,0,0,3,3,0,4,3,1,0,0,0,0,0,2,0,0,0,0.0,0.0,-0.4309
205665,26457,2057,53,144,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
205670,26457,2057,53,144,1,0,8,14,0,14,0,44,6,5,0,0,0,0,0,0,0,14,14,0,11,11,3,3,1,0,1,0,1,0,4,0,0.0,0.6215,-0.3804
209040,26543,2057,43,144,1,0,1,26,14,12,0,206,34,34,0,0,0,0,22,7,0,15,15,0,16,14,2,1,1,1,0,0,0,0,0,0,-0.945,0.0,0.9912
211944,26626,2057,37,144,1,0,1,1,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,0.0,0.0
211951,26626,2057,41,144,1,0,1,6,4,2,0,62,54,0,0,0,0,0,4,2,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,-0.675,0.0,0.7638
217274,26765,2057,60,144,1,0,1,0,0,0,0,6,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.0,-0.2142
219129,26811,2057,46,144,1,0,1,27,13,12,0,258,34,34,2,1,0,0,37,9,1,12,10,2,11,10,7,2,0,0,0,0,0,0,0,0,0.81,0.0,-0.2726
221875,26880,2057,37,144,1,0,1,6,3,2,0,75,60,0,1,0,0,0,10,0,0,4,4,1,5,3,0,0,0,0,0,0,0,0,0,0,0.135,0.0,-1.6833
221975,26883,2057,42,144,1,0,1,11,6,5,0,93,23,22,0,0,0,0,11,1,1,7,7,0,7,7,2,0,1,0,0,0,0,0,0,0,0.81,0.0,-1.0229
223023,26905,2057,41,144,1,0,7,130,2,125,0,827,96,96,3,0,0,0,0,0,0,121,133,0,112,107,18,11,13,4,18,1,43,2,38,0,0.0,-1.5959,-8.1968
223026,26905,2057,41,144,1,0,9,1,0,1,0,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0522
229810,27042,2057,55,144,1,0,1,2,1,1,0,9,5,1,0,0,0,0,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3012
230560,27057,2057,48,144,1,0,1,15,6,6,0,144,27,27,3,0,0,0,14,4,0,7,5,2,7,6,2,1,1,0,0,0,0,0,0,0,-0.405,0.0,0.1239
239990,27298,2057,40,144,1,0,5,365,252,96,0,1266,147,145,17,32,0,0,0,0,0,295,289,17,252,239,56,52,27,19,14,7,31,10,5,0,0.0,0.0,2.7401
239993,27298,2057,40,144,1,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
244154,27421,2057,41,144,1,0,1,4,3,1,0,16,13,0,0,0,0,0,1,1,0,3,3,0,2,2,1,1,0,0,0,0,0,0,0,0,-0.135,0.0,0.5622
246436,27482,2057,47,144,1,0,9,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0087
250774,27581,2057,56,144,1,0,4,229,127,101,0,434,49,49,1,46,0,0,0,0,1,110,118,1,122,110,20,11,17,7,21,4,30,2,9,0,0.0,0.0,-4.8336
255923,27720,2057,46,144,1,0,3,513,34,475,0,550,63,63,4,43,0,0,0,0,2,82,82,3,97,94,11,9,5,3,5,1,6,1,0,0,0.0,0.0,-0.0979
259276,27819,2057,51,144,1,0,1,20,12,8,0,121,79,0,0,1,0,0,9,3,2,13,11,0,11,10,2,2,3,2,0,0,0,0,0,0,2.295,0.0,1.3815
261084,27868,2057,46,144,1,0,1,3,2,1,0,20,12,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0.405,0.0,0.1202
262437,27908,2057,55,144,1,0,1,7,2,4,0,79,35,5,1,0,0,0,14,2,1,1,2,0,2,1,0,0,0,0,0,0,1,0,0,0,-0.81,0.0,-1.021
264982,27986,2057,53,144,1,0,1,4,2,2,0,79,25,6,0,1,0,0,4,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,-0.135,0.0,0.8241
265587,28002,2057,36,144,1,0,8,342,12,327,0,974,113,113,3,1,0,0,0,0,1,327,303,1,197,197,58,58,45,37,50,30,41,5,84,0,0.0,-0.5145,13.7938
266759,28019,2057,56,144,1,0,1,6,4,2,0,78,49,7,0,1,0,0,10,2,2,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,-0.81,0.0,-0.0043
271964,28143,2057,34,144,1,0,1,11,5,6,0,112,30,15,0,1,0,0,8,1,2,6,6,0,5,5,0,0,1,1,0,0,0,0,0,0,-0.0,0.0,0.0488
272995,28162,2057,34,144,1,0,1,15,11,4,0,182,31,31,0,1,0,0,19,8,2,7,8,0,6,5,0,0,3,2,0,0,1,0,0,0,-1.62,0.0,1.3835
