id,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr,war
31624,20429,2057,46,0,144,1,1,0,59,8,15,63,206,24,14,4,0,0,5,3,1,0,2,0,4,0,0,2,0,-0.7776,0,0.3282,-0.3907
31626,20429,2057,46,0,144,1,2,0,30,5,6,34,0,15,9,2,0,0,3,1,0,0,2,0,3,0,0,2,0,0.0,0,0.0,0.0
31621,20429,2057,46,0,144,1,3,0,29,3,9,29,0,14,5,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0.0,0,0.0,0.0
31619,20429,2057,46,0,144,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
39958,20678,2057,53,0,144,1,1,0,61,10,20,70,270,22,17,1,0,1,5,8,4,0,6,0,1,1,2,0,0,0.012,0,0.1084,-0.1417
39969,20678,2057,53,0,144,1,2,0,22,5,8,25,0,10,6,1,0,0,0,3,0,0,2,0,1,0,1,0,0,0.0,0,0.0,0.0
39966,20678,2057,53,0,144,1,3,0,39,5,12,45,0,15,11,0,0,1,5,5,0,0,4,0,0,1,1,0,0,0.0,0,0.0,0.0
61716,21200,2057,42,0,144,1,1,0,494,114,125,553,2191,140,138,12,1,36,83,83,16,3,46,0,9,4,4,5,0,0.437,0,2.5181,2.2269
61718,21200,2057,42,0,144,1,2,0,145,39,33,159,0,72,39,5,1,13,24,27,0,0,12,0,2,1,0,1,0,0.0,0,0.0,0.0
61717,21200,2057,42,0,144,1,3,0,349,75,92,394,0,132,97,7,0,23,59,56,0,0,34,0,7,3,4,4,0,0.0,0,0.0,0.0
65772,21295,2057,60,0,144,1,1,0,232,57,73,267,1205,64,64,15,2,15,38,35,0,0,25,1,5,0,1,9,0,0.9599,0,-1.1833,2.3872
65776,21295,2057,60,0,144,1,2,0,52,14,15,64,0,29,14,6,0,4,12,10,0,0,11,1,1,0,0,1,0,0.0,0,0.0,0.0
65774,21295,2057,60,0,144,1,3,0,180,43,58,203,0,60,50,9,2,11,26,25,0,0,14,0,4,0,1,8,0,0.0,0,0.0,0.0
65782,21295,2057,60,0,144,1,21,0,76,14,25,88,392,20,20,1,0,0,9,4,0,0,9,0,4,0,0,3,0,-0.5928,0,-0.2737,0.0
67197,21327,2057,43,0,144,1,1,0,230,67,40,256,1030,78,58,17,2,3,30,25,1,1,26,1,6,0,0,0,0,0.3725,0,0.978,1.0151
67200,21327,2057,43,0,144,1,2,0,56,18,9,62,0,38,12,4,1,0,7,7,0,0,6,1,2,0,0,0,0,0.0,0,0.0,0.0
67202,21327,2057,43,0,144,1,3,0,174,49,31,194,0,64,46,13,1,3,23,18,0,0,20,0,4,0,0,0,0,0.0,0,0.0,0.0
67206,21327,2057,43,0,144,1,21,0,10,2,3,12,49,2,2,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0.152,0,0.4354,0.0
75884,21548,2057,46,0,144,1,1,0,438,83,177,511,2214,133,125,14,1,23,57,58,21,4,67,8,6,0,1,5,0,-0.6214,0,0.3976,0.4245
75886,21548,2057,46,0,144,1,2,0,107,25,45,116,0,59,22,7,0,2,12,13,0,0,8,0,2,0,0,1,0,0.0,0,0.0,0.0
75885,21548,2057,46,0,144,1,3,0,331,58,132,395,0,124,103,7,1,21,45,45,0,0,59,8,4,0,1,4,0,0.0,0,0.0,0.0
75888,21548,2057,46,0,144,1,21,0,53,11,24,56,242,14,14,4,0,2,5,5,3,0,2,1,0,0,0,1,0,-0.2095,0,0.0,0.0
84136,21697,2057,53,0,144,1,1,0,550,155,77,656,2768,157,154,33,0,24,93,101,2,1,93,4,5,0,8,5,0,3.8923,0,-1.8518,4.5511
84145,21697,2057,53,0,144,1,2,0,154,34,24,178,0,79,41,7,0,3,18,17,0,0,20,0,1,0,2,2,0,0.0,0,0.0,0.0
84142,21697,2057,53,0,144,1,3,0,396,121,53,478,0,143,113,26,0,21,75,84,0,0,73,4,4,0,6,3,0,0.0,0,0.0,0.0
88313,21799,2057,37,0,144,1,1,0,317,74,75,341,1140,105,75,20,2,4,33,24,24,8,19,0,9,1,1,3,0,-1.9563,0,2.6751,-0.0904
88316,21799,2057,37,0,144,1,2,0,150,43,34,161,0,70,42,16,1,3,21,12,0,0,9,0,4,1,0,1,0,0.0,0,0.0,0.0
88319,21799,2057,37,0,144,1,3,0,167,31,41,180,0,77,33,4,1,1,12,12,0,0,10,0,5,0,1,2,0,0.0,0,0.0,0.0
116702,22338,2057,43,0,144,1,1,0,93,25,16,104,377,49,19,6,0,3,11,19,0,1,9,0,3,0,1,1,0,0.0736,0,-0.6234,0.2814
116708,22338,2057,43,0,144,1,2,0,16,3,4,16,0,8,5,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0.0,0,0.0,0.0
116705,22338,2057,43,0,144,1,3,0,77,22,12,88,0,43,13,6,0,3,10,17,0,0,9,0,2,0,1,1,0,0.0,0,0.0,0.0
116714,22338,2057,43,0,144,1,21,0,6,0,2,6,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1317,0,0.0,0.0
122093,22427,2057,55,0,144,1,1,0,117,26,32,145,622,41,40,5,0,3,13,12,2,1,22,0,0,0,3,3,0,-0.0788,0,-0.5417,0.7403
122099,22427,2057,55,0,144,1,2,0,32,8,7,41,0,19,13,1,0,2,7,6,0,0,7,0,0,0,1,1,0,0.0,0,0.0,0.0
122096,22427,2057,55,0,144,1,3,0,85,18,25,104,0,31,27,4,0,1,6,6,0,0,15,0,0,0,2,2,0,0.0,0,0.0,0.0
127576,22514,2057,35,0,144,1,1,0,537,133,167,617,2632,146,142,30,4,14,72,53,49,12,60,0,7,6,3,11,0,0.8321,0,0.8864,3.8534
127566,22514,2057,35,0,144,1,2,0,149,42,44,172,0,70,35,15,1,4,22,17,0,0,18,0,1,2,1,2,0,0.0,0,0.0,0.0
127554,22514,2057,35,0,144,1,3,0,388,91,123,445,0,133,107,15,3,10,50,36,0,0,42,0,6,4,2,9,0,0.0,0,0.0,0.0
127569,22514,2057,35,0,144,1,21,0,8,1,2,11,42,3,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,-0.1268,0,0.0,0.0
128563,22539,2057,37,0,144,1,1,0,47,10,10,50,147,13,11,4,0,0,7,4,2,2,2,0,0,0,0,1,0,-0.1382,0,0.0561,-0.1797
128560,22539,2057,37,0,144,1,2,0,8,2,2,9,0,4,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0
128555,22539,2057,37,0,144,1,3,0,39,8,8,41,0,11,9,4,0,0,6,2,0,0,2,0,0,0,0,0,0,0.0,0,0.0,0.0
145496,22844,2057,49,0,144,1,1,0,391,68,124,433,1696,125,123,10,0,5,24,24,0,0,34,0,7,3,1,4,0,-4.4743,0,-1.6429,0.0962
145500,22844,2057,49,0,144,1,2,0,103,21,31,114,0,58,32,3,0,0,6,5,0,0,9,0,1,1,0,1,0,0.0,0,0.0,0.0
145498,22844,2057,49,0,144,1,3,0,288,47,93,319,0,113,91,7,0,5,18,19,0,0,25,0,6,2,1,3,0,0.0,0,0.0,0.0
147300,22879,2057,57,0,144,1,1,0,269,67,54,308,1147,76,75,8,0,6,30,30,0,1,38,1,11,0,1,0,0,-0.4703,0,-0.4086,1.0404
147298,22879,2057,57,0,144,1,2,0,28,8,6,32,0,25,0,2,0,0,5,5,0,0,4,0,2,0,0,0,0,0.0,0,0.0,0.0
147296,22879,2057,57,0,144,1,3,0,241,59,48,276,0,76,75,6,0,6,25,25,0,0,34,1,9,0,1,0,0,0.0,0,0.0,0.0
156242,23034,2057,60,0,144,1,1,0,166,37,51,187,662,62,44,11,0,5,16,16,0,0,15,0,8,2,1,3,0,-0.8845,0,-0.4487,0.759
156244,23034,2057,60,0,144,1,2,0,69,16,21,81,0,29,24,6,0,2,6,7,0,0,9,0,6,0,0,3,0,0.0,0,0.0,0.0
156246,23034,2057,60,0,144,1,3,0,97,21,30,106,0,51,20,5,0,3,10,9,0,0,6,0,2,2,1,0,0,0.0,0,0.0,0.0
214314,24203,2057,58,0,144,1,1,0,559,130,147,633,2402,155,154,39,1,24,76,75,2,4,62,4,13,0,2,10,0,0.3878,0,-5.5764,0.5416
214322,24203,2057,58,0,144,1,2,0,112,24,36,122,0,71,28,7,1,2,10,5,0,0,9,0,1,0,0,1,0,0.0,0,0.0,0.0
214319,24203,2057,58,0,144,1,3,0,447,106,111,511,0,146,126,32,0,22,66,70,0,0,53,4,12,0,2,9,0,0.0,0,0.0,0.0
214915,24208,2057,45,0,144,1,1,0,486,120,157,577,2849,130,124,33,1,22,89,68,42,8,83,1,11,0,1,7,0,3.9213,0,-0.1383,5.5441
214918,24208,2057,45,0,144,1,2,0,120,22,46,146,0,70,29,9,0,2,15,10,0,0,25,0,3,0,0,1,0,0.0,0,0.0,0.0
214921,24208,2057,45,0,144,1,3,0,366,98,111,431,0,115,95,24,1,20,74,58,0,0,58,1,8,0,1,6,0,0.0,0,0.0,0.0
220665,24300,2057,35,0,144,1,1,0,371,76,151,422,1663,107,105,13,1,18,47,48,0,0,42,0,7,0,1,8,0,-0.9865,0,-2.0616,0.2719
220662,24300,2057,35,0,144,1,2,0,138,31,64,166,0,63,41,5,1,9,19,23,0,0,22,0,1,0,1,5,0,0.0,0,0.0,0.0
220670,24300,2057,35,0,144,1,3,0,233,45,87,256,0,94,64,8,0,9,28,25,0,0,20,0,6,0,0,3,0,0.0,0,0.0,0.0
220658,24300,2057,35,0,144,1,21,0,3,2,1,4,15,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0616,0,0.0183,0.0
223489,24334,2057,36,0,144,1,1,0,437,138,80,465,1498,106,103,34,2,9,70,56,34,7,22,0,6,0,5,1,0,3.2088,0,3.0149,3.6511
223494,24334,2057,35,0,144,1,1,0,133,38,34,141,468,36,34,5,2,5,21,16,6,3,6,0,2,0,1,1,0,0.0287,1,1.0448,0.4687
223480,24334,2057,36,0,144,1,2,0,100,31,19,105,0,45,25,10,1,1,17,13,0,0,5,0,1,0,0,0,0,0.0,0,0.0,0.0
223491,24334,2057,35,0,144,1,2,0,58,14,18,61,0,21,16,1,0,1,6,8,0,0,2,0,2,0,1,0,0,0.0,1,0.0,0.0
223485,24334,2057,36,0,144,1,3,0,337,107,61,360,0,100,78,24,1,8,53,43,0,0,17,0,5,0,5,1,0,0.0,0,0.0,0.0
223497,24334,2057,35,0,144,1,3,0,75,24,16,80,0,29,18,4,2,4,15,8,0,0,4,0,0,0,0,1,0,0.0,1,0.0,0.0
223487,24334,2057,35,0,144,1,21,0,14,2,4,14,46,3,3,1,1,0,1,0,0,0,0,0,3,0,0,0,0,-0.3099,0,0.0,0.0
224612,24353,2057,59,0,144,1,1,0,331,92,72,374,1635,99,90,9,0,17,56,49,2,1,35,0,7,0,5,3,0,1.3575,0,0.43,1.4104
224614,24353,2057,59,0,144,1,2,0,93,26,15,105,0,48,24,2,0,2,17,4,0,0,11,0,1,0,0,1,0,0.0,0,0.0,0.0
224616,24353,2057,59,0,144,1,3,0,238,66,57,269,0,87,66,7,0,15,39,45,0,0,24,0,6,0,5,2,0,0.0,0,0.0,0.0
224755,24354,2057,32,0,144,1,1,0,78,17,22,86,337,28,19,6,2,1,8,5,0,0,7,0,2,0,1,0,0,-0.9265,0,-0.2069,-0.1536
224758,24354,2057,32,0,144,1,2,0,3,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
224751,24354,2057,32,0,144,1,3,0,75,16,22,83,0,27,18,6,2,1,8,5,0,0,7,0,2,0,1,0,0,0.0,0,0.0,0.0
225271,24357,2057,39,0,144,1,1,0,519,131,122,594,2360,150,148,40,3,5,61,66,0,0,63,1,13,2,7,3,0,0.4027,0,-0.283,0.9921
225276,24357,2057,39,0,144,1,2,0,129,40,27,150,0,78,36,8,2,1,16,21,0,0,16,0,4,0,3,2,0,0.0,0,0.0,0.0
225273,24357,2057,39,0,144,1,3,0,390,91,95,444,0,144,112,32,1,4,45,45,0,0,47,1,9,2,4,1,0,0.0,0,0.0,0.0
232461,24546,2057,50,0,144,1,1,0,172,42,44,195,895,56,48,6,0,8,18,22,0,0,16,0,3,1,0,6,0,0.5278,0,-2.7207,1.5763
232465,24546,2057,50,0,144,1,2,0,33,7,8,35,0,19,5,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0.0,0,0.0,0.0
232463,24546,2057,50,0,144,1,3,0,139,35,36,160,0,47,43,4,0,8,16,22,0,0,14,0,1,1,0,6,0,0.0,0,0.0,0.0
235041,24597,2057,51,0,144,1,1,0,33,5,9,38,173,10,10,2,0,1,4,4,0,0,4,0,0,0,1,0,0,-0.4362,0,0.0,-0.0284
235048,24597,2057,51,0,144,1,2,0,15,3,3,19,0,8,7,2,0,0,3,1,0,0,4,0,0,0,0,0,0,0.0,0,0.0,0.0
235044,24597,2057,51,0,144,1,3,0,18,2,6,19,0,9,3,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0
235659,24610,2057,32,0,144,1,1,0,20,7,3,22,89,6,6,1,0,3,3,7,0,0,2,0,0,0,0,0,0,0.5219,0,-0.7099,0.4437
235667,24610,2057,34,0,144,1,1,0,129,25,31,143,604,41,35,3,0,4,13,13,0,0,10,0,8,0,1,3,0,-1.8328,1,-0.3087,-0.3502
235650,24610,2057,32,0,144,1,2,0,8,4,1,9,0,4,3,0,0,2,2,5,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
235671,24610,2057,34,0,144,1,2,0,80,18,18,87,0,31,28,3,0,3,10,8,0,0,4,0,5,0,1,2,0,0.0,1,0.0,0.0
235654,24610,2057,32,0,144,1,3,0,12,3,2,13,0,5,3,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
235674,24610,2057,34,0,144,1,3,0,49,7,13,56,0,29,7,0,0,1,3,5,0,0,6,0,3,0,0,1,0,0.0,1,0.0,0.0
235656,24610,2057,34,0,144,1,21,0,12,2,3,12,46,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2112,0,-0.394,0.0
242592,24760,2057,36,0,144,1,1,0,80,10,23,86,305,33,19,2,0,1,2,4,0,0,5,0,1,0,1,0,0,-0.8207,0,-0.6938,-0.7862
242600,24760,2057,36,0,144,1,2,0,12,0,5,12,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
242594,24760,2057,36,0,144,1,3,0,68,10,18,74,0,28,17,2,0,1,2,4,0,0,5,0,1,0,1,0,0,0.0,0,0.0,0.0
244052,24790,2057,48,0,144,1,1,0,604,177,160,700,2929,155,155,21,6,32,99,93,20,8,84,2,11,0,1,11,0,6.9481,0,-2.6349,5.2878
244057,24790,2057,48,0,144,1,2,0,146,40,46,160,0,69,33,4,3,5,17,19,0,0,14,1,4,0,0,0,0,0.0,0,0.0,0.0
244054,24790,2057,48,0,144,1,3,0,458,137,114,540,0,144,122,17,3,27,82,74,0,0,70,1,7,0,1,11,0,0.0,0,0.0,0.0
249371,24870,2057,60,0,144,1,1,0,246,64,42,269,970,65,65,9,1,8,29,33,16,2,21,0,8,0,2,0,0,0.1026,0,-1.7949,0.3361
249366,24870,2057,60,0,144,1,2,0,68,21,6,78,0,35,15,4,0,1,9,5,0,0,9,0,3,0,1,0,0,0.0,0,0.0,0.0
249365,24870,2057,60,0,144,1,3,0,178,43,36,191,0,60,50,5,1,7,20,28,0,0,12,0,5,0,1,0,0,0.0,0,0.0,0.0
249368,24870,2057,60,0,144,1,21,0,74,22,9,81,299,20,20,5,0,2,11,7,2,2,5,0,4,0,1,1,0,0.4866,0,0.7388,0.0
256539,25037,2057,37,0,144,1,1,0,279,65,77,305,1150,81,78,24,2,6,32,35,1,2,21,0,9,0,3,2,0,-1.502,0,-0.5011,-0.7481
256541,25037,2057,37,0,144,1,2,0,118,28,30,126,0,54,38,8,1,3,13,21,0,0,6,0,6,0,2,0,0,0.0,0,0.0,0.0
256543,25037,2057,37,0,144,1,3,0,161,37,47,179,0,68,40,16,1,3,19,14,0,0,15,0,3,0,1,2,0,0.0,0,0.0,0.0
270670,25277,2057,55,0,144,1,1,0,499,128,83,564,2170,136,132,22,2,15,65,61,2,1,59,0,12,0,4,2,0,-1.3239,0,-3.1244,1.5777
270665,25277,2057,55,0,144,1,2,0,136,38,25,158,0,74,41,8,0,3,18,20,0,0,19,0,3,0,2,1,0,0.0,0,0.0,0.0
270661,25277,2057,55,0,144,1,3,0,363,90,58,406,0,122,91,14,2,12,47,41,0,0,40,0,9,0,2,1,0,0.0,0,0.0,0.0
270654,25277,2057,55,0,144,1,21,0,7,1,2,8,28,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0283,0,0.0175,0.0
308153,26022,2057,37,0,144,1,1,0,497,119,104,582,2487,149,139,16,0,24,74,72,0,2,80,5,15,0,4,1,0,-0.2301,0,-1.4103,0.8205
308158,26022,2057,37,0,144,1,2,0,84,21,18,93,0,49,21,4,0,1,11,8,0,0,8,0,1,0,1,0,0,0.0,0,0.0,0.0
308155,26022,2057,37,0,144,1,3,0,413,98,86,489,0,143,118,12,0,23,63,64,0,0,72,5,14,0,3,1,0,0.0,0,0.0,0.0
309923,26047,2057,58,0,144,1,1,0,141,23,43,161,635,46,41,4,0,5,12,20,0,0,16,0,3,1,2,1,0,-1.1651,0,-2.4705,-0.5239
309925,26047,2057,58,0,144,1,2,0,33,4,13,37,0,21,8,1,0,0,2,2,0,0,3,0,1,1,0,0,0,0.0,0,0.0,0.0
309921,26047,2057,58,0,144,1,3,0,108,19,30,124,0,40,33,3,0,5,10,18,0,0,13,0,2,0,2,1,0,0.0,0,0.0,0.0
322977,26263,2057,32,0,144,1,1,0,139,29,31,150,489,54,35,7,0,2,14,15,0,1,9,0,2,0,1,1,0,-0.465,0,-0.1869,-0.4872
322985,26263,2057,32,0,144,1,2,0,50,14,10,51,0,27,11,7,0,0,5,8,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
322981,26263,2057,32,0,144,1,3,0,89,15,21,99,0,39,24,0,0,2,9,7,0,0,8,0,2,0,1,1,0,0.0,0,0.0,0.0
329785,26374,2057,56,0,144,1,1,0,480,97,133,544,2219,139,136,23,0,12,45,64,5,3,50,1,12,2,8,4,0,-2.7119,0,-3.5852,-1.6142
329789,26374,2057,56,0,144,1,2,0,128,28,25,147,0,68,36,4,0,6,17,22,0,0,18,1,6,0,0,1,0,0.0,0,0.0,0.0
329787,26374,2057,56,0,144,1,3,0,352,69,108,397,0,125,100,19,0,6,28,42,0,0,32,0,6,2,8,3,0,0.0,0,0.0,0.0
334197,26457,2057,53,0,144,1,1,0,41,4,13,43,147,18,9,2,0,0,2,0,0,1,1,0,1,1,0,0,0,-1.2157,0,-1.2856,-0.7218
334205,26457,2057,53,0,144,1,2,0,20,1,8,21,0,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0.0
334201,26457,2057,53,0,144,1,3,0,21,3,5,22,0,10,5,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0.0,0,0.0,0.0
358031,26905,2057,41,0,144,1,1,0,382,89,80,451,2128,101,98,11,1,17,65,42,8,0,58,3,4,0,1,9,1,1.8163,0,1.8913,1.8487
358029,26905,2057,41,0,144,1,2,0,108,26,20,128,0,63,27,1,0,5,18,14,0,0,19,3,1,0,0,1,0,0.0,0,0.0,0.0
358032,26905,2057,41,0,144,1,3,0,274,63,60,323,0,93,71,10,1,12,47,28,0,0,39,0,3,0,1,8,1,0.0,0,0.0,0.0
358030,26905,2057,41,0,144,1,21,0,12,2,2,14,62,3,3,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0.0389,0,0.0018,0.0
379144,27298,2057,40,0,144,1,1,0,564,156,133,623,2352,151,145,35,3,23,74,57,0,0,51,0,22,1,4,3,0,0.5489,0,-8.7593,3.5881
379148,27298,2057,40,0,144,1,2,0,136,27,43,151,0,69,37,6,1,5,12,12,0,0,14,0,3,0,1,0,0,0.0,0,0.0,0.0
379146,27298,2057,40,0,144,1,3,0,428,129,90,472,0,140,108,29,2,18,62,45,0,0,37,0,19,1,3,3,0,0.0,0,0.0,0.0
387735,27482,2057,47,0,144,1,1,0,1,1,0,2,8,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0353,0,0.0,0.1116
387736,27482,2057,47,0,144,1,3,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0
394417,27581,2057,56,0,144,1,1,0,626,156,127,700,2597,159,158,34,2,15,81,53,32,5,61,3,11,0,9,4,0,-0.0423,0,0.4858,1.717
394429,27581,2057,56,0,144,1,2,0,141,42,19,165,0,72,37,9,1,2,20,11,0,0,21,2,4,0,3,0,0,0.0,0,0.0,0.0
394420,27581,2057,56,0,144,1,3,0,485,114,108,535,0,148,121,25,1,13,61,42,0,0,40,1,7,0,6,4,0,0.0,0,0.0,0.0
403066,27720,2057,46,0,144,1,1,0,211,52,55,246,1092,63,63,7,0,8,31,30,1,0,29,2,0,0,1,5,0,1.4294,0,-0.4369,0.6564
403073,27720,2057,46,0,144,1,2,0,55,15,9,62,0,29,18,2,0,1,9,9,0,0,5,0,0,0,1,1,0,0.0,0,0.0,0.0
403070,27720,2057,46,0,144,1,3,0,156,37,46,184,0,58,45,5,0,7,22,21,0,0,24,2,0,0,0,4,0,0.0,0,0.0,0.0
403063,27720,2057,46,0,144,1,21,0,30,10,6,35,164,10,9,4,0,1,6,4,0,0,5,0,1,0,0,0,0,0.438,0,-0.1579,0.0
15942,28002,2057,36,0,144,1,1,0,377,75,110,409,1501,115,113,14,2,0,34,26,21,3,28,0,6,2,2,0,0,-2.7301,0,-0.2667,0.4664
15946,28002,2057,36,0,144,1,2,0,87,23,25,95,0,50,25,4,1,0,12,10,0,0,7,0,1,0,1,0,0,0.0,0,0.0,0.0
15944,28002,2057,36,0,144,1,3,0,290,52,85,314,0,107,87,10,1,0,22,16,0,0,21,0,5,2,1,0,0,0.0,0,0.0,0.0
38020,28296,2057,34,0,144,1,1,0,37,9,9,42,153,14,11,1,0,1,4,3,0,0,5,0,0,0,0,0,0,-0.1483,0,0.4831,0.2984
38031,28296,2057,34,0,144,1,2,0,7,1,0,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0
38025,28296,2057,34,0,144,1,3,0,30,8,9,35,0,12,10,1,0,1,4,3,0,0,5,0,0,0,0,0,0,0.0,0,0.0,0.0
51729,28524,2057,32,0,144,1,1,0,387,96,91,419,1502,119,113,16,1,13,44,43,1,1,27,0,6,0,0,5,0,-0.9808,0,-1.2113,2.3194
51738,28524,2057,32,0,144,1,2,0,56,17,14,63,0,42,10,1,1,0,7,0,0,0,6,0,3,0,0,1,0,0.0,0,0.0,0.0
51734,28524,2057,32,0,144,1,3,0,331,79,77,356,0,112,103,15,0,13,37,43,0,0,21,0,3,0,0,4,0,0.0,0,0.0,0.0
52407,28533,2057,55,0,144,1,1,0,237,56,65,275,1132,92,60,10,1,9,34,31,16,3,32,1,1,0,1,5,0,-0.4809,0,1.0207,1.4768
52411,28533,2057,55,0,144,1,2,0,21,4,8,25,0,19,2,0,0,0,2,3,0,0,2,0,0,0,1,1,0,0.0,0,0.0,0.0
52404,28533,2057,55,0,144,1,3,0,216,52,57,250,0,89,58,10,1,9,32,28,0,0,30,1,1,0,0,4,0,0.0,0,0.0,0.0
73319,28854,2057,56,0,144,1,1,0,299,76,56,329,1177,82,80,23,1,6,27,33,0,0,23,0,6,0,3,4,0,-0.5133,0,-0.7946,1.704
73323,28854,2057,56,0,144,1,2,0,73,17,15,81,0,40,20,6,1,0,4,7,0,0,3,0,1,0,2,3,0,0.0,0,0.0,0.0
73327,28854,2057,56,0,144,1,3,0,226,59,41,248,0,78,60,17,0,6,23,26,0,0,20,0,5,0,1,1,0,0.0,0,0.0,0.0
84189,29057,2057,43,0,144,1,1,0,587,139,178,646,2481,158,157,31,2,20,66,95,1,2,48,4,14,0,5,6,0,1.1833,0,-2.0322,0.2766
84197,29057,2057,43,0,144,1,2,0,130,25,54,137,0,64,35,5,0,3,9,22,0,0,3,0,0,0,2,2,0,0.0,0,0.0,0.0
84193,29057,2057,43,0,144,1,3,0,457,114,124,509,0,149,122,26,2,17,57,73,0,0,45,4,14,0,3,4,0,0.0,0,0.0,0.0
84205,29057,2057,43,0,144,1,21,0,10,1,3,11,39,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2328,0,0.0,0.0
86517,29103,2057,58,0,144,1,1,0,92,24,25,99,358,41,20,4,0,5,13,16,1,0,7,0,0,0,0,0,0,0.3106,0,-0.2312,0.5492
86523,29103,2057,58,0,144,1,2,0,20,6,6,23,0,11,5,1,0,1,3,3,0,0,3,0,0,0,0,0,0,0.0,0,0.0,0.0
86520,29103,2057,58,0,144,1,3,0,72,18,19,76,0,39,15,3,0,4,10,13,0,0,4,0,0,0,0,0,0,0.0,0,0.0,0.0
87156,29116,2057,42,0,144,1,1,0,480,131,90,539,1900,131,124,19,0,16,63,75,6,1,44,2,12,0,4,11,0,2.9512,0,-2.5294,2.9869
87161,29116,2057,42,0,144,1,2,0,134,43,21,147,0,69,30,5,0,6,21,20,0,0,7,0,1,0,2,4,0,0.0,0,0.0,0.0
87159,29116,2057,42,0,144,1,3,0,346,88,69,392,0,120,94,14,0,10,42,55,0,0,37,2,11,0,2,7,0,0.0,0,0.0,0.0
97511,29318,2057,42,0,144,1,1,0,466,111,87,527,2070,139,137,5,0,23,63,63,4,5,55,0,10,1,4,1,0,1.0011,0,-2.8632,-1.6666
97515,29318,2057,42,0,144,1,2,0,90,21,26,102,0,57,26,0,0,4,11,15,0,0,11,0,3,0,1,0,0,0.0,0,0.0,0.0
97513,29318,2057,42,0,144,1,3,0,376,90,61,425,0,133,111,5,0,19,52,48,0,0,44,0,7,1,3,1,0,0.0,0,0.0,0.0
152498,30037,2057,39,0,144,1,1,0,524,138,127,635,2825,155,145,32,2,47,107,110,6,9,90,3,7,2,4,15,0,3.839,0,0.2855,3.8098
152502,30037,2057,39,0,144,1,2,0,153,40,36,177,0,83,36,10,1,11,26,28,0,0,15,0,0,2,2,5,0,0.0,0,0.0,0.0
152500,30037,2057,39,0,144,1,3,0,371,98,91,458,0,145,109,22,1,36,81,82,0,0,75,3,7,0,2,10,0,0.0,0,0.0,0.0
167144,30189,2057,56,0,144,1,1,0,503,110,145,564,2292,139,133,22,2,14,51,64,5,2,44,0,11,0,8,9,0,-2.1688,0,-0.566,1.9144
167149,30189,2057,56,0,144,1,2,0,118,26,34,130,0,63,31,7,0,1,6,12,0,0,7,0,3,0,4,1,0,0.0,0,0.0,0.0
167146,30189,2057,56,0,144,1,3,0,385,84,111,434,0,128,102,15,2,13,45,52,0,0,37,0,8,0,4,8,0,0.0,0,0.0,0.0
174209,30262,2057,36,0,144,1,1,0,203,47,62,225,798,59,55,8,1,4,18,22,1,1,16,0,3,0,1,5,0,-0.088,0,-0.2576,-0.2585
174215,30262,2057,36,0,144,1,2,0,52,8,15,61,0,26,15,1,0,1,6,4,0,0,6,0,2,0,0,3,0,0.0,0,0.0,0.0
174212,30262,2057,36,0,144,1,3,0,151,39,47,164,0,54,40,7,1,3,12,18,0,0,10,0,1,0,1,2,0,0.0,0,0.0,0.0
176543,30300,2057,44,0,144,1,1,0,158,43,29,174,670,39,38,5,2,5,23,16,15,3,13,0,3,1,1,1,0,0.4673,0,1.7839,1.7338
